2016-08-10T16:15:00+00:00,2016-08-10T16:20:00+00:00,470,1,0,1,0
2016-08-10T16:20:00+00:00,2016-08-10T16:25:00+00:00,471,0,0,1,0
2016-08-10T16:25:00+00:00,2016-08-10T16:30:00+00:00,408,0,0,1,0
2016-08-10T16:30:00+00:00,2016-08-10T16:35:00+00:00,425,0,0,1,0
2016-08-10T16:35:00+00:00,2016-08-10T16:40:00+00:00,390,2,0,1,0
2016-08-10T16:40:00+00:00,2016-08-10T16:45:00+00:00,367,1,0,1,0
2016-08-10T16:45:00+00:00,2016-08-10T16:50:00+00:00,376,0,0,1,0
2016-08-10T16:50:00+00:00,2016-08-10T16:55:00+00:00,344,0,0,1,0
2016-08-10T16:55:00+00:00,2016-08-10T17:00:00+00:00,354,13,0,0.98,0
2016-08-10T17:00:00+00:00,2016-08-10T17:05:00+00:00,340,31,0,0.96,0
2016-08-10T17:05:00+00:00,2016-08-10T17:10:00+00:00,312,16,0,0.98,0
2016-08-10T17:10:00+00:00,2016-08-10T17:15:00+00:00,312,0,0,1,0
